,loss,accuracy,val_loss,val_accuracy
0,1.5923535823822021,0.2966841161251068,1.5866234302520752,0.28321677446365356
1,1.587510108947754,0.29973822832107544,1.5869152545928955,0.28321677446365356
2,1.5358977317810059,0.3254799246788025,1.4509539604187012,0.3479020893573761
3,1.4003221988677979,0.4118673503398895,1.2741330862045288,0.4615384638309479
4,1.295128583908081,0.4546247720718384,1.2739895582199097,0.47902098298072815
5,1.2492923736572266,0.4895288050174713,1.2193330526351929,0.5087412595748901
6,1.1871193647384644,0.5161430835723877,1.0851843357086182,0.5699300765991211
7,1.1400915384292603,0.554973840713501,1.0903865098953247,0.5472028255462646
8,1.1651815176010132,0.5462478399276733,1.0919957160949707,0.5419580340385437
9,1.1130672693252563,0.5750436186790466,1.0142219066619873,0.5944055914878845
10,1.0776193141937256,0.6108202338218689,0.9604380130767822,0.6451048851013184
11,1.0320475101470947,0.6313263773918152,0.9563936591148376,0.6206293702125549
12,1.0107226371765137,0.6378708481788635,1.0529147386550903,0.5839160680770874
13,0.978778600692749,0.647033154964447,0.8885192275047302,0.6643356680870056
14,0.9514749050140381,0.6657940745353699,0.8438609838485718,0.6765734553337097
15,0.9219056963920593,0.6666666865348816,0.7828463315963745,0.7097902297973633
16,0.8929061889648438,0.6832460761070251,0.8176570534706116,0.6870629191398621
17,0.8757274150848389,0.6967713832855225,0.7824500799179077,0.7045454382896423
18,0.8601841926574707,0.7102966904640198,0.7304121851921082,0.7377622127532959
19,0.8124073147773743,0.7120419144630432,0.7186903953552246,0.7447552680969238
20,0.8089728951454163,0.7225130796432495,0.7018339037895203,0.7447552680969238
21,0.8070517182350159,0.7142233848571777,0.7064964771270752,0.7255244851112366
22,0.8091537952423096,0.7190226912498474,0.6831026077270508,0.7325174808502197
23,0.7926489114761353,0.7120419144630432,0.6969913244247437,0.7430070042610168
24,0.7654764652252197,0.7351657748222351,0.6851001381874084,0.748251736164093
25,0.7798812985420227,0.7150959968566895,0.7512721419334412,0.7237762212753296
26,0.7549450993537903,0.7399650812149048,0.6993649005889893,0.7395104765892029
27,0.7526744604110718,0.7299301624298096,0.6770489811897278,0.7692307829856873
28,0.7444579005241394,0.7373473048210144,0.6420102715492249,0.7569929957389832
29,0.7220171093940735,0.7504363059997559,0.6175541281700134,0.7674825191497803
30,0.7257135510444641,0.7465096116065979,0.6191075444221497,0.7779720425605774
31,0.707443356513977,0.7513089179992676,0.6132575869560242,0.7569929957389832
32,0.7293255925178528,0.7321116924285889,0.6014551520347595,0.7797203063964844
33,0.7000055313110352,0.7434554696083069,0.6330245137214661,0.746503472328186
34,0.6737179756164551,0.7600349187850952,0.6683579087257385,0.7744755148887634
35,0.7061129808425903,0.753926694393158,0.6013762950897217,0.7797203063964844
36,0.6876229047775269,0.7587260007858276,0.5840960741043091,0.7902097702026367
