,loss,accuracy,val_loss,val_accuracy
0,0.2951391637325287,0.9223385453224182,0.26110315322875977,0.9440559148788452
1,0.2909204959869385,0.9249563813209534,0.25833046436309814,0.9440559148788452
2,0.2793271541595459,0.9323734641075134,0.25572171807289124,0.942307710647583
3,0.2824679911136627,0.9288830757141113,0.254246324300766,0.9440559148788452
4,0.2736758291721344,0.9349913001060486,0.252667635679245,0.9440559148788452
5,0.2853740453720093,0.9245200753211975,0.2513543367385864,0.9440559148788452
6,0.2631484568119049,0.9406631588935852,0.24979077279567719,0.9458041787147522
7,0.2669075131416321,0.9389179944992065,0.24829469621181488,0.9458041787147522
8,0.28503626585006714,0.9245200753211975,0.24646390974521637,0.9458041787147522
9,0.27013078331947327,0.9371727705001831,0.2453632950782776,0.9458041787147522
10,0.2674510180950165,0.9363001585006714,0.2439677119255066,0.9458041787147522
11,0.2782290577888489,0.9341186881065369,0.24224795401096344,0.9475524425506592
12,0.2597445845603943,0.9410994648933411,0.24130582809448242,0.9475524425506592
13,0.26380595564842224,0.9349913001060486,0.24076688289642334,0.9493007063865662
14,0.26486214995384216,0.9354275465011597,0.2403765618801117,0.9475524425506592
15,0.25643497705459595,0.9406631588935852,0.2391265332698822,0.9475524425506592
16,0.2532423138618469,0.9419720768928528,0.23872098326683044,0.9475524425506592
17,0.25966259837150574,0.9393543004989624,0.23783613741397858,0.9475524425506592
18,0.26113229990005493,0.9419720768928528,0.2375977784395218,0.9475524425506592
19,0.2510276138782501,0.9493891596794128,0.23595641553401947,0.9475524425506592
20,0.25016164779663086,0.9415357708930969,0.23504595458507538,0.9475524425506592
21,0.2450653612613678,0.948952853679657,0.23512248694896698,0.9475524425506592
22,0.24487315118312836,0.9415357708930969,0.23456917703151703,0.9475524425506592
23,0.23707956075668335,0.9485166072845459,0.2333247810602188,0.9475524425506592
24,0.24687029421329498,0.9419720768928528,0.23281657695770264,0.9458041787147522
25,0.23681458830833435,0.9458987712860107,0.23227627575397491,0.9458041787147522
26,0.24274450540542603,0.9463350772857666,0.2312486618757248,0.9493007063865662
27,0.24020004272460938,0.9472076892852783,0.23102106153964996,0.9475524425506592
28,0.2404935359954834,0.9428446888923645,0.2301606684923172,0.9475524425506592
29,0.25191307067871094,0.9441536068916321,0.22884918749332428,0.9475524425506592
30,0.23934654891490936,0.945026159286499,0.22837279736995697,0.9475524425506592
31,0.2468157857656479,0.9424083828926086,0.22773000597953796,0.9475524425506592
32,0.23940891027450562,0.9454624652862549,0.22670654952526093,0.9475524425506592
33,0.24535661935806274,0.9410994648933411,0.22639711201190948,0.9475524425506592
34,0.2466696947813034,0.9415357708930969,0.2256862074136734,0.9475524425506592
35,0.238172709941864,0.9515706896781921,0.22534780204296112,0.9475524425506592
36,0.23373332619667053,0.9454624652862549,0.22470086812973022,0.9475524425506592
37,0.22344017028808594,0.9524433016777039,0.2242392748594284,0.9493007063865662
38,0.2175774872303009,0.9546247720718384,0.22462943196296692,0.9493007063865662
