,loss,accuracy,val_loss,val_accuracy
0,1.6387035846710205,0.32809773087501526,1.2584744691848755,0.5856643319129944
1,1.4270291328430176,0.4463350772857666,1.0771524906158447,0.6870629191398621
2,1.2320917844772339,0.5466841459274292,0.9475584030151367,0.7412587404251099
3,1.1392446756362915,0.5933682322502136,0.8502987027168274,0.7797203063964844
4,1.0382091999053955,0.6348167657852173,0.7763025760650635,0.8146852850914001
5,0.9477823376655579,0.6727748513221741,0.716907799243927,0.8356643319129944
6,0.8860058784484863,0.7006980776786804,0.6711112856864929,0.8391608595848083
7,0.8449568748474121,0.7216404676437378,0.632869303226471,0.8566433787345886
8,0.8000165820121765,0.7377836108207703,0.6007726192474365,0.8618881106376648
9,0.7615806460380554,0.7534903883934021,0.5731419920921326,0.868881106376648
10,0.7213115692138672,0.7735602259635925,0.5491569638252258,0.8776223659515381
11,0.6982755064964294,0.7879580855369568,0.528465211391449,0.882867157459259
12,0.6792052984237671,0.7918848395347595,0.510001003742218,0.8846153616905212
13,0.6553324460983276,0.7993019223213196,0.4944136440753937,0.8863636255264282
14,0.6391594409942627,0.801047146320343,0.48009639978408813,0.8898601531982422
15,0.6211178302764893,0.8097731471061707,0.46796661615371704,0.9020978808403015
16,0.5904365181922913,0.8180628418922424,0.45679202675819397,0.9055944085121155
17,0.584848940372467,0.8246073126792908,0.44632893800735474,0.9038461446762085
18,0.5830866694450378,0.8289703130722046,0.4364992678165436,0.9055944085121155
19,0.5699313879013062,0.8254799246788025,0.42739665508270264,0.9073426723480225
20,0.5450332164764404,0.8403141498565674,0.41896292567253113,0.9108391404151917
21,0.5518426299095154,0.8376963138580322,0.4121723771095276,0.9125874042510986
22,0.525738537311554,0.8416230082511902,0.40388935804367065,0.9143356680870056
23,0.5154275894165039,0.849040150642395,0.39800217747688293,0.9143356680870056
24,0.5232691168785095,0.8433682322502136,0.391598641872406,0.9143356680870056
25,0.5058308839797974,0.8551483154296875,0.38615965843200684,0.9160839319229126
26,0.5084831714630127,0.849040150642395,0.38104596734046936,0.9160839319229126
27,0.49199390411376953,0.8516579270362854,0.3764561712741852,0.9160839319229126
28,0.4776138961315155,0.8669284582138062,0.3713874816894531,0.9160839319229126
29,0.47863858938217163,0.8621291518211365,0.36765360832214355,0.9160839319229126
30,0.47078844904899597,0.864310622215271,0.3631466329097748,0.9143356680870056
31,0.4602320194244385,0.8651832342147827,0.3588569462299347,0.9160839319229126
32,0.4508633017539978,0.8734729290008545,0.3554759621620178,0.9178321957588196
33,0.47809725999832153,0.852966845035553,0.3526794910430908,0.9195803999900818
34,0.4617917239665985,0.8625654578208923,0.34906888008117676,0.9178321957588196
