,loss,accuracy,val_loss,val_accuracy
0,0.3564586043357849,0.720517098903656,0.13129264116287231,0.8786281943321228
1,0.1760358065366745,0.8410226106643677,0.120020292699337,0.8810039162635803
2,0.13450896739959717,0.87080317735672,0.11149128526449203,0.8866313099861145
3,0.1128222718834877,0.8867517709732056,0.11269774287939072,0.8885906934738159
4,0.09920951724052429,0.8988150954246521,0.09832486510276794,0.9016899466514587
5,0.09023426473140717,0.9064365029335022,0.11017481982707977,0.8955186605453491
6,0.07983884960412979,0.914101243019104,0.09885352104902267,0.9051029086112976
7,0.07303119450807571,0.9188252091407776,0.09557225555181503,0.9080219268798828
8,0.06798171997070312,0.9227051734924316,0.09564131498336792,0.9088084697723389
9,0.0626930519938469,0.9265010952949524,0.09086998552083969,0.9137000441551208
10,0.05977275222539902,0.9287534356117249,0.0921180471777916,0.9120122194290161
11,0.057564012706279755,0.9306705594062805,0.10364309698343277,0.9095040559768677
12,0.05391653627157211,0.9333369135856628,0.09208928793668747,0.9140101075172424
13,0.051862362772226334,0.9351085424423218,0.09214150160551071,0.9139365553855896
14,0.04875629022717476,0.9370776414871216,0.10045423358678818,0.9100836515426636
15,0.047687940299510956,0.9381027817726135,0.09578017890453339,0.9148961901664734
